transaction_id,customer_id,customer_segment,account_type,transaction_timestamp,transaction_date,transaction_hour,transaction_dow,is_weekend,is_holiday,month,quarter,amount,currency,old_balance,new_balance,balance_delta_check,merchant_name,merchant_id,mcc_code,mcc_category,merchant_sector,payment_rail,transaction_status,is_international,is_round_amount,device_id,device_type,device_os,trusted_device_count,new_device_flag,ip_address,city,country,distance_from_home_km,credit_limit,credit_utilization,credit_score,account_age_days,transaction_velocity_1h,chargeback_flag,fraud_label,fraud_type
04b13071-6232-4ff4-8672-409b92036050,ACC83185AAA4CC5,STUDENT,CHECKING,2022-01-01 02:26:34,2022-01-01,2,5,1,1,1,1,6.27,USD,427.0,420.73,-6.27,Square Pixel Dynamics,MER_C06A5C127C,7372,SUBSCRIPTION,Tech,DEBIT_CARD,APPROVED,1,0,DEV_8927AAFEDD86,MOBILE_ANDROID,Android 14,1,False,44.19.20.205,Mexico City,MX,3358.9,4549.39,0.57,579,2574,1,False,0,LEGITIMATE
c8bff2a8-7a02-4918-b626-e76c6712ee3e,ACC9FA6B12AD7B7,MASS_RETAIL,CHECKING,2022-01-01 02:29:00,2022-01-01,2,5,1,1,1,1,193.21,USD,3559.81,3366.6,-193.21,Harbor Premier Point & Co.,MER_FAC293649D,5411,GROCERY,Retail,DEBIT_CARD,APPROVED,1,0,DEV_B761F7FB325C,MOBILE_ANDROID,Android 12,2,False,72.10.130.231,Paris,FR,5837.8,17078.64,0.56,625,1597,1,False,0,LEGITIMATE
0b948018-8512-4993-b6dd-94e604b9313e,ACCFD35AC4003D8,SMALL_BUSINESS,CHECKING,2022-01-01 02:38:42,2022-01-01,2,5,1,1,1,1,16591.39,USD,312950.4,296359.01,-16591.39,Harbor Ascent Wealth,MER_BBEE137CBA,6099,WIRE_TRANSFER,Financial Services,P2P_TRANSFER,APPROVED,0,0,DEV_F4EFF10C3768,DESKTOP_WIN,Windows 11,3,False,182.226.111.237,Miami,US,0.0,160700.47,0.4,682,44,1,False,0,LEGITIMATE
3a80eada-e50b-4191-b857-f270faef8556,ACC4111EEF14A37,FREQUENT_TRAVELER,CHECKING,2022-01-01 02:46:01,2022-01-01,2,5,1,1,1,1,24.65,USD,36387.08,36362.43,-24.65,West Neon Shop,MER_25F84957E2,5541,FUEL,Automotive,P2P_TRANSFER,APPROVED,0,0,DEV_92519F441A74,MOBILE_IOS,iOS 17.x,2,False,156.212.146.103,San Francisco,US,4129.1,43539.41,0.31,734,977,1,False,0,LEGITIMATE
e75c0b6d-535e-4422-b15d-8286aa491681,ACC389C530E0E02,MASS_RETAIL,CHECKING,2022-01-01 03:00:43,2022-01-01,3,5,1,1,1,1,13.27,USD,4843.47,4830.2,-13.27,Oak Works Co.,MER_30ABA31F76,5965,ONLINE_RETAIL,E-Commerce,DEBIT_CARD,APPROVED,1,0,DEV_472EDB17466B,DESKTOP_WIN,Windows 10,2,False,28.12.51.210,Zurich,CH,6323.9,20728.58,0.97,559,2196,1,False,0,LEGITIMATE
0852b7ba-aaa7-4e3b-b9a9-eb10af2e0f6a,ACC13E1B21F5BC7,STUDENT,CHECKING,2022-01-01 03:01:03,2022-01-01,3,5,1,1,1,1,3.01,USD,2702.58,2699.57,-3.01,Obsidian Metropolitan Supply,MER_4E96380025,5411,GROCERY,Retail,CASH,APPROVED,0,0,DEV_2219DC046608,MOBILE_IOS,iOS 16.x,1,False,201.48.47.170,Seattle,US,3865.2,5221.7,0.42,676,159,1,False,0,LEGITIMATE
9589ed5c-a31a-4547-877f-0af8bdf6d7d8,ACC0D6F6FF77B36,HIGH_NET_WORTH,CHECKING,2022-01-01 03:08:54,2022-01-01,3,5,1,1,1,1,21390.36,USD,2876623.18,2855232.82,-21390.36,Compass Trusted Hotels,MER_546AE07071,7011,HOTEL,Travel,P2P_TRANSFER,APPROVED,0,0,DEV_793519BA1137,API_CALL,API-Client/3.x,1,False,208.109.128.251,Houston,US,2280.9,1308692.45,0.08,776,3337,3,False,0,LEGITIMATE
9f2f954d-a922-468d-b4f0-8ed68a3b88ac,ACC73A3B7B7B2AF,STUDENT,CREDIT,2022-01-01 03:12:47,2022-01-01,3,5,1,1,1,1,1.92,USD,2906.99,2908.91,1.92,Avenue Alpine Supply Ltd.,MER_C09CA0BA39,5411,GROCERY,Retail,CREDIT_CARD,APPROVED,0,0,DEV_9E7B40002F94,MOBILE_ANDROID,Android 14,1,False,131.68.27.104,Miami,US,1756.6,3921.06,0.74,682,1306,3,False,0,LEGITIMATE
280103f7-338f-4e81-b8cb-cc06d97f8905,ACCC2A9653F8F20,MASS_RETAIL,CHECKING,2022-01-01 03:14:24,2022-01-01,3,5,1,1,1,1,1.66,USD,5432.48,5430.82,-1.66,Central Elm Goods,MER_B73B842D6F,7996,ENTERTAINMENT,Leisure,DEBIT_CARD,APPROVED,1,0,DEV_59353948E6AD,DESKTOP_WIN,Windows 10,2,False,37.168.21.51,Frankfurt,DE,6203.0,15282.96,0.48,658,2488,2,False,0,LEGITIMATE
b2edae5d-6208-477a-9b80-6799ab3c4a69,ACCC8C6F04CC426,MASS_RETAIL,CHECKING,2022-01-01 03:19:39,2022-01-01,3,5,1,1,1,1,85.09,USD,4884.76,4799.67,-85.09,Elm Supply,MER_7227771C30,5411,GROCERY,Retail,DEBIT_CARD,APPROVED,0,0,DEV_D9AE7FDDFAA3,ATM,ATM-OS/Embedded,2,False,100.213.212.198,New York,US,0.0,8208.15,0.87,757,3500,2,False,0,LEGITIMATE
c4cf897d-5197-43ae-96a7-af1e8957324a,ACCAD33ABDCFA3E,SMALL_BUSINESS,CREDIT,2022-01-01 03:29:01,2022-01-01,3,5,1,1,1,1,45497.93,USD,66147.55,111645.48,45497.93,Uptown Professional Holdings Capital,MER_1AAAABFF4E,6099,ACH_TRANSFER,Financial Services,CREDIT_CARD,APPROVED,0,0,DEV_B2AFE6834BCD,DESKTOP_WIN,Windows 10,2,False,104.174.157.78,Houston,US,2280.9,142425.49,0.78,784,2221,2,False,0,LEGITIMATE
25c6a481-3f53-4973-b689-60d1027c212d,ACC1E1D0A6D7B1A,MASS_RETAIL,CREDIT,2022-01-01 03:36:58,2022-01-01,3,5,1,1,1,1,76.73,USD,10762.11,10838.84,76.73,Clarity Rehabilitation,MER_0BA0A9BAD1,5912,PHARMACY,Health,CREDIT_CARD,APPROVED,1,0,DEV_CDAFB71F642A,POS_TERMINAL,POS-Linux/2.x,2,False,36.30.5.198,London,GB,5570.4,11081.5,0.98,666,1382,1,False,0,LEGITIMATE
66aea262-e2b7-4157-b619-b96bd7b94adf,ACC68BAB207607F,MASS_RETAIL,CREDIT,2022-01-01 03:37:04,2022-01-01,3,5,1,1,1,1,16.72,USD,19733.61,19750.33,16.72,National Cedar Trading,MER_17447118FE,5411,GROCERY,Retail,CREDIT_CARD,APPROVED,0,0,DEV_03722755ED55,MOBILE_ANDROID,Android 13,1,False,98.105.182.218,Phoenix,US,3442.9,22640.13,0.87,550,106,1,False,0,LEGITIMATE
6f1802a3-7c52-4a25-b000-de72834cb779,ACC54DC74FFA9E8,FREQUENT_TRAVELER,CREDIT,2022-01-01 03:37:54,2022-01-01,3,5,1,1,1,1,79.94,EUR,78525.83,78605.77,79.94,Onyx Boutique Store,MER_E2DE5F3273,5411,GROCERY,Retail,CREDIT_CARD,APPROVED,1,0,DEV_128E68D87037,DESKTOP_WIN,Windows 11,2,False,148.54.136.211,Tokyo,JP,10850.0,165211.19,0.48,637,435,1,False,0,LEGITIMATE
055e33a6-621d-4897-8d50-ba58e2ee2e03,ACC09912C4E1404,MASS_RETAIL,CHECKING,2022-01-01 03:40:29,2022-01-01,3,5,1,1,1,1,517.93,USD,4606.74,4088.81,-517.93,Aegis Holdings Advisors,MER_CFFE58C6E0,6011,ATM_WITHDRAWAL,Banking,DEBIT_CARD,APPROVED,1,0,DEV_CC058933BB50,MOBILE_IOS,iOS 15.x,1,False,186.30.154.231,Mexico City,MX,3358.9,11601.2,0.6,604,647,2,False,0,LEGITIMATE
6cd330a8-389e-49d2-b38b-f218f723d785,ACCFD35AC4003D8,SMALL_BUSINESS,CHECKING,2022-01-01 03:42:22,2022-01-01,3,5,1,1,1,1,6973.05,USD,296359.01,289385.96,-6973.05,Place National Partners Trust,MER_A309A3CE49,6099,ACH_TRANSFER,Financial Services,ACH_TRANSFER,APPROVED,0,0,DEV_118E86F45425,TABLET,iPadOS 17.x,3,False,43.238.172.182,Miami,US,0.0,160700.47,0.4,682,44,2,False,0,LEGITIMATE
308e51f5-56a7-4ec0-8f30-a4c5160581b9,ACC8A757B94BC2E,MASS_RETAIL,CREDIT,2022-01-01 03:56:23,2022-01-01,3,5,1,1,1,1,28.4,USD,25366.92,25395.32,28.4,Downtown Harbor Center,MER_E486197FE5,5541,FUEL,Automotive,CREDIT_CARD,APPROVED,1,0,DEV_53B49B19BEF8,MOBILE_ANDROID,Android 12,1,False,159.157.139.111,Sydney,AU,15988.4,30178.86,0.84,519,2274,2,False,0,LEGITIMATE
aaf34c1a-79f3-49d5-86de-c546022394d4,ACC94079D1D1071,SMALL_BUSINESS,CHECKING,2022-01-01 04:12:29,2022-01-01,4,5,1,1,1,1,1116.94,USD,253165.73,252048.79,-1116.94,Downtown Strategic Management Group,MER_F9288EA8E5,6099,ACH_TRANSFER,Financial Services,ACH_TRANSFER,APPROVED,0,0,DEV_AB81EE01BC66,DESKTOP_WIN,Windows 10,2,False,108.21.236.216,Dallas,US,2205.4,321304.56,0.44,676,1892,1,False,0,LEGITIMATE
799cf2e8-f541-494e-9444-2a4769d81a41,ACCA07CF276BBD0,MASS_RETAIL,CHECKING,2022-01-01 04:23:07,2022-01-01,4,5,1,1,1,1,187.37,USD,2507.28,2319.91,-187.37,Aegis Trust,MER_B07D828907,4829,P2P_PAYMENT,P2P,DEBIT_CARD,APPROVED,0,0,DEV_633AE36D5BAD,MOBILE_ANDROID,Android 13,2,False,222.73.62.103,Houston,US,2280.9,10284.26,0.61,749,2155,1,False,0,LEGITIMATE
86c29332-2444-4eb6-a90b-23903f90f7fc,ACCBB6DD861003C,SMALL_BUSINESS,CHECKING,2022-01-01 04:34:58,2022-01-01,4,5,1,1,1,1,184.72,USD,143689.77,143505.05,-184.72,Nordic Meridian Advisory,MER_449E4005FB,6300,INSURANCE,Financial,ACH_TRANSFER,APPROVED,0,0,DEV_873EE4682699,DESKTOP_WIN,Windows 11,3,False,178.31.217.98,Los Angeles,US,0.0,151031.58,0.53,543,3310,1,False,0,LEGITIMATE
a9def57c-cc05-46a7-a76d-4b2dcc20e050,ACCD65EDE13050C,SMALL_BUSINESS,CREDIT,2022-01-01 04:43:51,2022-01-01,4,5,1,1,1,1,27.81,EUR,9470.73,9498.54,27.81,Meridian Asset,MER_F3E13A9A0D,6300,INSURANCE,Financial,CREDIT_CARD,APPROVED,1,0,DEV_DEE4FE27E1CC,MOBILE_IOS,iOS 16.x,1,False,66.227.173.42,Hong Kong,HK,12955.6,22913.49,0.41,735,590,2,False,0,LEGITIMATE
82a036ee-aa4d-4e28-b336-42b6debcaab2,ACCC2A9653F8F20,MASS_RETAIL,CHECKING,2022-01-01 04:45:32,2022-01-01,4,5,1,1,1,1,53.28,USD,5430.82,5377.54,-53.28,Crest Exchange,MER_B8DA95E1B5,5965,ONLINE_RETAIL,E-Commerce,DEBIT_CARD,APPROVED,1,0,DEV_9DC62FAD44CB,MOBILE_IOS,iOS 16.x,2,False,63.5.191.116,Frankfurt,DE,0.0,15282.96,0.48,658,2488,2,False,0,LEGITIMATE
268f7ccb-757f-46c0-aed2-fd036508f074,ACC1A890CDD2E5B,MASS_RETAIL,CHECKING,2022-01-01 04:46:22,2022-01-01,4,5,1,1,1,1,51.36,USD,2818.46,2767.1,-51.36,Ridge National Hub,MER_900DD04233,5411,GROCERY,Retail,DEBIT_CARD,APPROVED,0,0,DEV_5FCA52DD44AF,MOBILE_IOS,iOS 17.x,2,False,119.9.119.46,New York,US,0.0,19679.27,0.9,638,130,1,False,0,LEGITIMATE
8849aa68-8144-426b-99bc-76b5361eb2ad,ACC8A28288E8C78,FREQUENT_TRAVELER,CREDIT,2022-01-01 04:55:59,2022-01-01,4,5,1,1,1,1,315.29,EUR,48508.26,48823.55,315.29,District Premier Hub & Co.,MER_7A4A7D2A0D,5699,CLOTHING,Retail,CREDIT_CARD,APPROVED,1,0,DEV_B69484B185FF,MOBILE_IOS,iOS 15.x,3,False,114.99.88.22,Seoul,KR,0.0,112887.72,0.43,567,3286,2,False,0,LEGITIMATE
b749fce1-572b-406f-aa03-6b57d433058f,ACC713289D4BF12,SMALL_BUSINESS,CHECKING,2022-01-01 04:57:50,2022-01-01,4,5,1,1,1,1,32.75,USD,105423.84,105391.09,-32.75,Meridian Advisory,MER_ADF1165E71,6300,INSURANCE,Financial,SWIFT_WIRE,APPROVED,0,0,DEV_6496226283F1,MOBILE_ANDROID,Android 14,2,False,111.187.141.87,Houston,US,2280.9,176842.07,0.54,652,1363,1,False,0,LEGITIMATE
c4bfb390-6b91-4bf0-b270-02b16a08a75f,ACCFD35AC4003D8,SMALL_BUSINESS,CHECKING,2022-01-01 05:06:24,2022-01-01,5,5,1,1,1,1,523.72,USD,289385.96,288862.24,-523.72,Neon Specialized Shop,MER_D66C09FC1D,5541,FUEL,Automotive,ACH_TRANSFER,APPROVED,0,0,DEV_F4EFF10C3768,DESKTOP_WIN,Windows 11,3,False,182.226.111.188,Miami,US,0.0,160700.47,0.4,682,44,3,False,0,LEGITIMATE
672eb495-f304-4d6a-bc0c-883675db1d81,ACCAC0448B8A9DC,SMALL_BUSINESS,CHECKING,2022-01-01 05:12:37,2022-01-01,5,5,1,1,1,1,3724.41,USD,71275.67,67551.26,-3724.41,Innovative Sentinel Asset,MER_221F8B1E0B,6099,ACH_TRANSFER,Financial Services,CHECK,APPROVED,1,0,DEV_73626A5819F4,MOBILE_ANDROID,Android 12,1,False,45.72.221.119,Mumbai,IN,12538.2,132957.13,0.45,615,2460,1,False,0,LEGITIMATE
ea87e93a-97e8-4720-942b-b8a8baa70ab7,ACCFD35AC4003D8,SMALL_BUSINESS,CHECKING,2022-01-01 05:13:11,2022-01-01,5,5,1,1,1,1,2.36,USD,288862.24,288859.88,-2.36,Crimson Bazaar,MER_A0DF0AE4E8,5965,ONLINE_RETAIL,E-Commerce,ACH_TRANSFER,APPROVED,0,0,DEV_73F31CD2A8D5,MOBILE_ANDROID,Android 13,3,False,75.217.206.149,Miami,US,0.0,160700.47,0.4,682,44,1,False,0,LEGITIMATE
c4365842-9a3c-4ec2-9755-29f490afca10,ACC3712C7B0B111,SMALL_BUSINESS,CHECKING,2022-01-01 05:14:15,2022-01-01,5,5,1,1,1,1,19.37,USD,149216.36,149196.99,-19.37,Cobalt Integrated Supply,MER_B624AC8319,5965,ONLINE_RETAIL,E-Commerce,ACH_TRANSFER,APPROVED,0,0,DEV_A330BC907E33,MOBILE_ANDROID,Android 13,1,False,126.142.42.218,Seattle,US,3865.2,95523.41,0.57,704,2775,1,False,0,LEGITIMATE
e80663e6-f5f6-457a-a88e-e0b917ba2e51,ACC6763F2C37A0C,STUDENT,CHECKING,2022-01-01 05:22:17,2022-01-01,5,5,1,1,1,1,1.31,USD,661.54,660.23,-1.31,Krypto Space Labs,MER_C0263916B3,7372,SUBSCRIPTION,Tech,DEBIT_CARD,APPROVED,0,0,DEV_E6842EBB4514,MOBILE_IOS,iOS 15.x,2,False,19.180.67.183,Houston,US,2280.9,4965.48,0.92,607,3172,1,False,0,LEGITIMATE
4b40bb62-384a-456f-8e92-a8a3aaf6a57d,ACCBB6DD861003C,SMALL_BUSINESS,CREDIT,2022-01-01 05:23:39,2022-01-01,5,5,1,1,1,1,201.27,USD,79595.36,79796.63,201.27,Central Crest Depot,MER_D596794F9A,5941,SPORTING_GOODS,Leisure,CREDIT_CARD,APPROVED,0,0,DEV_65BAAC6AC652,MOBILE_IOS,iOS 16.x,3,False,114.187.89.67,Los Angeles,US,0.0,151031.58,0.53,543,3310,1,False,0,LEGITIMATE
9ae6bd83-6cb8-4828-8b43-6d905f988288,ACC0A35F6E292C0,SMALL_BUSINESS,CHECKING,2022-01-01 05:23:40,2022-01-01,5,5,1,1,1,1,2320.64,USD,80479.41,78158.77,-2320.64,Coast Prestige Portfolio Management,MER_DDD5B427E1,6099,WIRE_TRANSFER,Financial Services,ACH_TRANSFER,APPROVED,0,0,DEV_60465661D664,TABLET,iPadOS 17.x,3,False,94.3.109.236,Miami,US,1756.6,45188.25,0.69,641,2336,3,False,0,LEGITIMATE
e6401490-e7ed-43e9-833d-7116d0c869a7,ACCBB6DD861003C,SMALL_BUSINESS,CREDIT,2022-01-01 05:25:20,2022-01-01,5,5,1,1,1,1,92.51,USD,79796.63,79889.14,92.51,Artisan Pine Store,MER_7E6E183486,5251,HOME_IMPROVEMENT,Home,CREDIT_CARD,APPROVED,0,0,DEV_873EE4682699,DESKTOP_WIN,Windows 11,3,False,178.31.217.216,Los Angeles,US,0.0,151031.58,0.53,543,3310,1,False,0,LEGITIMATE
cab08d1b-5870-4391-ac63-a8b49dc73980,ACC86487F00A4EA,SMALL_BUSINESS,CREDIT,2022-01-01 05:26:41,2022-01-01,5,5,1,1,1,1,26.53,USD,98516.1,98542.63,26.53,Frost Supply Group,MER_8322FC9D17,5541,FUEL,Automotive,CREDIT_CARD,APPROVED,0,0,DEV_4CB08A6D41BF,TABLET,iPadOS 17.x,2,False,116.106.148.28,Houston,US,2280.9,182324.96,0.54,611,3249,2,False,0,LEGITIMATE
877b9a60-623b-4673-be6c-21216641e895,ACC4B39D9F1F56C,SMALL_BUSINESS,CHECKING,2022-01-01 05:26:45,2022-01-01,5,5,1,1,1,1,11.56,EUR,79496.55,79484.99,-11.56,Quartz Shop Partners,MER_CA03CE765C,5541,FUEL,Automotive,CHECK,APPROVED,1,0,DEV_B3717CB14F5D,DESKTOP_WIN,Windows 10,3,False,72.13.230.242,Hong Kong,HK,12955.6,249705.62,0.42,346,1051,1,False,0,LEGITIMATE
106b6f7b-7e98-43f3-bc32-d72671c47abe,ACC5BE011DE2269,SMALL_BUSINESS,CHECKING,2022-01-01 05:28:38,2022-01-01,5,5,1,1,1,1,382.11,USD,100905.09,100522.98,-382.11,Cedar Shop Corp.,MER_028FC120E5,5732,ELECTRONICS,Retail,ACH_TRANSFER,APPROVED,0,0,DEV_BCD1F20D77FD,DESKTOP_WIN,Windows 10,3,False,26.245.82.212,Dallas,US,2205.4,281675.5,0.55,608,3278,1,False,0,LEGITIMATE
709a023e-c19d-4aae-a390-ab29af53041f,ACC384262F4DB19,SMALL_BUSINESS,CHECKING,2022-01-01 05:29:24,2022-01-01,5,5,1,1,1,1,6902.68,USD,324473.42,317570.74,-6902.68,Aegis Strategic Holdings,MER_36C8A68892,6099,WIRE_TRANSFER,Financial Services,CHECK,APPROVED,0,0,DEV_C5C53A7E8B23,POS_TERMINAL,POS-Linux/2.x,1,False,48.55.166.131,San Francisco,US,0.0,102732.29,0.41,582,2719,2,False,0,LEGITIMATE
96d0b122-75ff-4fa2-8e7a-fbae64b42f3a,ACC276151040F5D,HIGH_NET_WORTH,CHECKING,2022-01-01 05:32:08,2022-01-01,5,5,1,1,1,1,41851.25,CHF,2714819.69,2672968.44,-41851.25,Central Imperial Crystal,MER_570E9A470A,5944,LUXURY_GOODS,Luxury,CRYPTO_GATEWAY,APPROVED,1,0,DEV_930C6453771A,TABLET,iPadOS 17.x,3,False,117.202.64.48,Zurich,CH,6323.9,1047683.23,0.15,558,3012,3,False,0,LEGITIMATE
d8ea931b-5b2f-4b7d-adb6-cbc45994b587,ACCAD5939989FCD,FREQUENT_TRAVELER,CREDIT,2022-01-01 05:35:04,2022-01-01,5,5,1,1,1,1,79.66,USD,12646.42,12646.42,0.0,Valley Core Care,MER_24B6C23637,5912,PHARMACY,Health,CREDIT_CARD,DECLINED,1,0,DEV_6A22CCC7DA9E,MOBILE_ANDROID,Android 14,2,False,36.113.9.177,Frankfurt,DE,6203.0,35810.83,0.35,699,3232,1,False,0,LEGITIMATE
db496dd1-2516-46d9-98f2-23db8b7c7763,ACC68BAB207607F,MASS_RETAIL,CHECKING,2022-01-01 05:35:55,2022-01-01,5,5,1,1,1,1,881.96,USD,4426.68,3544.72,-881.96,Harbor Prestige Portfolio Group,MER_24787E25AD,4829,P2P_PAYMENT,P2P,DEBIT_CARD,APPROVED,0,0,DEV_03722755ED55,MOBILE_ANDROID,Android 13,1,False,98.105.182.108,Phoenix,US,0.0,22640.13,0.87,550,106,2,False,0,LEGITIMATE
9a65a019-6139-43b6-af6e-dc21a3d29cbc,ACC87E7781923BB,SMALL_BUSINESS,CHECKING,2022-01-01 05:36:11,2022-01-01,5,5,1,1,1,1,43.86,USD,163061.09,163017.23,-43.86,Ember Emporium Ltd.,MER_118ABD498A,5411,GROCERY,Retail,ACH_TRANSFER,APPROVED,0,0,DEV_384D74E82EF6,DESKTOP_WIN,Windows 10,2,False,42.51.18.47,Dallas,US,2205.4,193925.17,0.59,668,2669,1,False,0,LEGITIMATE
b757b7e7-c4b0-4b7a-bf06-26abbf98b6b7,ACCAA9834975960,FREQUENT_TRAVELER,CHECKING,2022-01-01 05:36:16,2022-01-01,5,5,1,1,1,1,359.53,JPY,65853.64,65494.11,-359.53,Signature Crimson Goods,MER_D797A4499D,5732,ELECTRONICS,Retail,P2P_TRANSFER,APPROVED,1,0,DEV_45C7D1F820DA,MOBILE_IOS,iOS 16.x,2,False,176.91.127.80,Tokyo,JP,10850.0,62596.14,0.51,645,431,2,False,0,LEGITIMATE
45f7cbfe-eb19-4212-985e-3c88deca2a7e,ACCC388CF8EE9FB,SMALL_BUSINESS,CREDIT,2022-01-01 05:39:26,2022-01-01,5,5,1,1,1,1,18.02,USD,48554.78,48572.8,18.02,Frost Bazaar Co.,MER_54955047E1,5541,FUEL,Automotive,CREDIT_CARD,APPROVED,0,0,DEV_EBA0C144D9AE,MOBILE_ANDROID,Android 13,1,False,92.51.234.238,Houston,US,2280.9,79639.99,0.61,497,450,1,False,0,LEGITIMATE
